INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
174 HENRY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002710047,12/01/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,987327,199216
2259 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039640053,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/22/2015,1025855,243311
906 EAST  180 STREET,BRONX,06 BRONX,Precinct 48,17,2031220048,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2015,1016869,247086
501 AVENUE M,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065410055,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,992490,164025
8014 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059870045,12/24/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2015,976100,167949
117 ROGERS AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3012400010,12/11/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/27/2015,997305,184631
118 FORSYTHE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004190045,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2015,986346,201294
30-02 93 STREET,QUEENS,03 QUEENS,Precinct 115,21,4013900006,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/30/2015,1018604,216648
4005 8 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38,3009200007,12/22/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,984811,174855
4019 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2048290021,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1023014,263206
502 WEST  207 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10,1022190021,12/02/2014,Open,Site downloaded for cleaning,,1006648,254241
2116 GLEBE AVENUE,BRONX,10 BRONX,Precinct 45,18,,12/20/2014,Open,Property Research Required,,1025678,243483
1451 commerce ave,BRONX,Unspecified BRONX,Unspecified,,,12/17/2014,Open,Property Research Required,,,
 347 119 ST,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,12/20/2014,Open,Property Research Required,,,
1339 east 169th st,BRONX,Unspecified BRONX,Unspecified,,,12/04/2014,Open,Property Research Required,,,
196 dupunt st,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/03/2014,Open,Further research is necessary to identify an owner for the property.,,,
126 WINDSOR PLACE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3011140001,12/01/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/17/2015,989609,179621
2421 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039730038,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/21/2015,1026927,244460
136 WESTCHESTER SQUARE,BRONX,10 BRONX,Precinct 45,13,2038570080,12/17/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/21/2015,1027782,245389
14 CHRISTOPHER STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005930045,12/22/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/14/2015,984116,206673
360 ARLINGTON AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039440010,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/13/2015,1017171,187524
2367 60 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065630040,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/12/2015,991371,163065
409 DOUGLASS STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009430046,12/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/04/2015,989866,186489
919 PROSPECT AVENUE,BRONX,03 BRONX,Precinct 42,17,2026770070,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,1011709,238664
1434 PUTNAM AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033780034,12/07/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2015,1008901,192814
679 48 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007670043,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/02/2015,982755,173890
422 DITMAS AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053980008,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2015,991258,170954
87-95 256 STREET,QUEENS,13 QUEENS,Precinct 105,23,4088310014,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2015,1064989,204644
883 61 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3057140045,12/08/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/11/2015,981881,170238
63-52 FRESH POND ROAD,QUEENS,05 QUEENS,Precinct 104,30,4035240063,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,1012084,198242
3073 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2041950014,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/20/2015,1031010,248452
3045 BUHRE AVENUE,BRONX,10 BRONX,Precinct 45,13,2041960006,12/15/2014,Open,Site downloaded for cleaning,,1031006,248084
1317 FOREST AVENUE,STATEN ISLAND,01 STATEN ISLAND,Precinct 121,49,5010420102,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,947115,167496
1000 JAMAICA AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041120045,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/19/2015,1020668,191076
132-01 ROOSEVELT AVENUE,QUEENS,07 QUEENS,Precinct 109,20,4049620019,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/12/2015,1029952,215542
108-09 MERRICK BOULEVARD,QUEENS,12 QUEENS,Precinct 103,27,4102530028,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/05/2015,1043447,193733
418 U AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071300001,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2015,992980,156958
18 ROCKAWAY AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3015110032,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/22/2015,1008712,188149
18 JEFFERSON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002840011,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/15/2015,987399,199299
147 ESSEX STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004110060,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/09/2015,987795,201775
2021 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021090046,12/19/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/06/2015,1000706,243460
410 NEW LOTS AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3042990010,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1014080,180516
637 SUTTER AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3037540037,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1013276,183158
6901 RIDGE BOULEVARD,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058710017,12/27/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/12/2015,976294,171171
506 COURT STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3003770037,12/31/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/04/2015,984613,185775
4324 13 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3056040043,12/01/2014,Closed,Cleaning crew dispatched.  Owner refused.,04/30/2015,987353,171793
3192 WEBSTER AVENUE,BRONX,07 BRONX,Precinct 52,11,2033570059,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1018849,257357
38 WEST FORDHAM ROAD,BRONX,07 BRONX,Precinct 52,14,2031990021,12/04/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/15/2015,1011111,253595
480 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033920044,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/09/2015,1009715,192670
412 M AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065670005,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,992248,163985
414 M AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065670006,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/31/2015,992252,163985
476 JEWETT AVENUE,STATEN ISLAND,01 STATEN ISLAND,Precinct 121,49,5003880070,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,947742,167277
694 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3027640008,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/06/2015,999297,199555
2840 BAILEY AVENUE,BRONX,08 BRONX,Precinct 50,14,2032590022,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/07/2015,1010532,257794
60-31 GROVE STREET,QUEENS,05 QUEENS,Precinct 104,30,4035230128,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,1011691,197938
154-09 129 AVENUE,QUEENS,12 QUEENS,Precinct 113,28,4122600011,12/04/2014,Closed,10-90Y - Unnecessary,12/04/2014,1044033,184815
4136 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2048440042,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/15/2015,1023424,264176
4116 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2048430045,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/15/2015,1023334,263958
3635 IRWIN AVENUE,BRONX,08 BRONX,Precinct 50,11,2057690158,01/01/2015,Closed,Cleaning crew dispatched. No graffiti on property.,04/07/2015,1010824,262059
3204 HOLLAND AVENUE,BRONX,12 BRONX,Precinct 47,15,2045980007,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/23/2015,1021533,256844
2030 BRONXDALE AVENUE,BRONX,11 BRONX,Precinct 49,13,2042850001,12/05/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,03/23/2015,1021228,249228
258 23 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009010003,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/19/2015,986004,179611
3418 BOSTON ROAD,BRONX,12 BRONX,Precinct 47,12,2047350004,12/02/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/19/2015,1025733,258394
210-06 JAMAICA AVENUE,QUEENS,13 QUEENS,Precinct 105,27,4108350061,12/15/2014,Open,Site downloaded for cleaning,,1053493,199842
259-20 HILLSIDE AVENUE,QUEENS,13 QUEENS,Precinct 105,23,4087890039,12/15/2014,Open,Site downloaded for cleaning,,1064907,207988
179 GATES AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3019720042,12/29/2014,Open,Site downloaded for cleaning,,995188,188871
295 STANLEY AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3038810040,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1012862,177482
90 JUNIUS STREET,BROOKLYN,16 BROOKLYN,Precinct 73,37,3036950023,12/17/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/28/2015,1010939,184396
2407 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039730044,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/21/2015,1026838,244362
4277 THIRD AVENUE,BRONX,06 BRONX,Precinct 48,15,2030440082,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2015,1013207,248374
125 EAST  144 STREET,BRONX,01 BRONX,Precinct 40,17,2023500001,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1003726,236906
30 STEUBEN STREET,BROOKLYN,02 BROOKLYN,Precinct 88,33,3018780041,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/16/2015,994293,193259
1388 HALSEY STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034130102,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2015,1010526,192814
5709 6 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008490006,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/04/2015,980835,172349
83-29 124 PLACE,QUEENS,09 QUEENS,Precinct 102,29,,12/29/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/11/2015,1032094,196389
384 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032570034,12/28/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/29/2015,1006155,194426
179 GREENPOINT AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025590044,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,997451,205378
1001 OCEANVIEW AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,48,3087050040,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2015,995461,150625
42-10 82 STREET,QUEENS,04 QUEENS,Precinct 110,25,4015277502,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/02/2015,1016660,209857
184 DEKALB AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3021020033,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/23/2015,991915,190511
210 AVENUE N,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065840004,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/08/2015,991836,163036
22-37 26 STREET,QUEENS,01 QUEENS,Precinct 114,22,4008560018,12/18/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2015,1007876,222557
3721 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2046510082,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2015,1021944,260649
1845 SEVENTH AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1018227502,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/20/2015,996921,231055
3250 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2042390005,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/20/2015,1031705,249837
2565 WHITEPLAINS ROAD,BRONX,11 BRONX,Precinct 49,15,2044290035,12/11/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/14/2015,1020924,254101
421 TROUTMAN STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031770035,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/05/2015,1005786,196908
3231 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2042470068,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/26/2015,1031556,249756
202 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,02,1003440073,12/05/2014,Open,Site downloaded for cleaning,,988937,201041
6 ALLEN STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002940014,12/19/2014,Open,Site downloaded for cleaning,,986285,199666
22 SKILLMAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3027510015,12/04/2014,Open,Site downloaded for cleaning,,997938,199904
1710 PILGRIM AVENUE,BRONX,10 BRONX,Precinct 45,13,2041630010,12/15/2014,Open,Site downloaded for cleaning,,1030305,247432
2368 GLOVER STREET,BRONX,Unspecified BRONX,Unspecified,,,12/20/2014,Open,Property Research Required,,,
140ba overing st,BRONX,Unspecified BRONX,Unspecified,,,12/17/2014,Open,Property Research Required,,,
330 hull ave,BRONX,Unspecified BRONX,Unspecified,,,12/18/2014,Open,Property Research Required,,,
352 RIVERDALE AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,42,,12/24/2014,Open,Further research is necessary to identify an owner for the property.,,1011089,180398
216-07 LINDEN BOULEVARD,QUEENS,13 QUEENS,Precinct 105,27,4113170009,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/03/2015,1055415,193008
249 HURON STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025240046,12/03/2014,Closed,Cleaning crew dispatched.  Owner refused.,04/23/2015,997866,206480
2227 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039630064,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,1025514,243267
650 SACKETT STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3004340030,12/30/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/08/2015,988836,186426
3478 WEBSTER AVENUE,BRONX,07 BRONX,Precinct 52,11,2033570218,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1019742,259313
4110 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007170041,12/30/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/24/2015,981619,177039
45-01 BROADWAY,QUEENS,01 QUEENS,Precinct 114,26,4007110007,12/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/11/2015,1007832,215101
920 PROSPECT AVENUE,BRONX,02 BRONX,Precinct 41,17,2026900063,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,1011715,238661
42-13 BROADWAY,QUEENS,01 QUEENS,Precinct 114,26,4006920003,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2015,1007186,215499
429 AVENUE U,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071060037,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/06/2015,993084,156979
56 PINE STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041170045,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/17/2015,1019267,189044
2 DOSCHER STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041930017,12/10/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/18/2015,1019403,186175
1249 60 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,44,3057110057,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/01/2015,984345,168630
102-05 159 AVENUE,QUEENS,10 QUEENS,Precinct 106,32,4141720064,12/28/2014,Closed,10-99 - Other (Notes Required),12/28/2014,1031062,179930
1598 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3075767501,12/03/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/18/2015,999143,169377
3074 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2041960011,12/15/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,03/26/2015,1031031,248485
2803 MIDDLETOWN ROAD,BRONX,10 BRONX,Precinct 45,13,2041520003,12/15/2014,Open,Site downloaded for cleaning,,1029461,246620
711 EAST  139 STREET,BRONX,01 BRONX,Precinct 40,08,,12/04/2014,Open,Property Research Required,,1008437,232814
 AVE C AND 13 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,12/15/2014,Open,Property Research Required,,,
112 havsman st,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/01/2014,Open,Further research is necessary to identify an owner for the property.,,,
74 JAVA STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025490014,12/03/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/23/2015,995776,205688
2281 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039650038,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,1026172,243629
577 EAST  187 STREET,BRONX,06 BRONX,Precinct 48,15,2030660002,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2015,1015184,251121
1301 WESTCHESTER AVENUE,BRONX,03 BRONX,Precinct 42,17,2030060001,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,1015700,240790
1772 WESTCHESTER AVENUE,BRONX,09 BRONX,Precinct 43,18,2037620037,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/21/2015,1020890,242248
4024 GLENWOOD ROAD,BROOKLYN,17 BROOKLYN,Precinct 67,45,3077240044,12/01/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/18/2015,1001479,170485
434 AVENUE U,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071300008,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2015,993111,156977
593 FLATBUSH AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050340003,12/11/2014,Closed,Cleaning crew dispatched.  Owner refused.,07/17/2015,995204,179364
2121 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021110045,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/06/2015,1001340,244603
242 MOTT STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1005080053,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/28/2015,985693,202783
151 EAST  149 STREET,BRONX,04 BRONX,Precinct 44,08,2023470035,12/16/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/17/2015,1004220,237562
7609 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059500007,12/24/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/06/2015,976441,169022
8024 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062840077,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/01/2015,983929,162094
7319 13 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3062000001,12/07/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/27/2015,982481,165634
1452 CONEY ISLAND AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065360010,12/30/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/25/2015,994067,165843
1401A OVERING STREET,BRONX,10 BRONX,Precinct 45,13,2039800136,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/21/2015,1027483,245148
302 WEST   78 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,06,1011860034,12/14/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/20/2015,989253,224825
242 MULBERRY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004940010,12/04/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/15/2015,985396,202659
8154 BAY   16 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,43,3063130052,12/13/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/06/2015,983684,161596
808 40 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3009200109,12/22/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,984963,174790
14 VAN DYKE STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3006000022,12/29/2014,Closed,10-93C - Report Prepared,12/29/2014,981155,184564
3766 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2046660049,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1022124,261061
59-25 63 STREET,QUEENS,05 QUEENS,Precinct 104,30,4027550014,12/31/2014,Open,Site downloaded for cleaning,,1011584,201264
106-03 SUTPHIN BOULEVARD,QUEENS,12 QUEENS,Precinct 103,28,4100600002,12/15/2014,Open,Site downloaded for cleaning,,1038949,192541
2903 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2041620001,12/15/2014,Open,Site downloaded for cleaning,,1030272,247528
10-15 44 av,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/10/2014,Open,Further research is necessary to identify an owner for the property.,,,
35 DIVISION PLACE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3028410035,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,1001110,201804
2065 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021100001,12/19/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/01/2015,1000954,243907
470 AUSTIN PLACE,BRONX,01 BRONX,Precinct 40,08,2026010020,12/15/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/27/2015,1010624,234311
